"customer_id","outage_sec_week","yrly_equip_failure","timely_replacements"
"N580999","10.67482","No",4
"R191104","10.67552","No",4
"G381370","10.67622","Yes",3
"E674878","10.67666","No",4
"C960228","10.67669456","No",4
"L782448","10.67816","No",3
"E249577","10.67873215","Yes",3
"Z909144","10.67876","Yes",5
"N995093","10.68024546","Yes",5
"G280682","10.68038","No",3
"C138736","10.68049","Yes",4
"A417108","10.68081","No",2
"O967373","10.68311773","Yes",3
"S231697","10.68312","No",2
"N724112","10.68339","No",3
"I445425","10.68361","No",3
"T434750","10.68579941","No",3
"Q485812","10.68604","Yes",4
"K534632","10.6861","No",2
"R983561","10.68702","Yes",4
"E785921","10.68929","No",3
"S528947","10.69284712","Yes",4
"G755151","10.69315843","No",5
"W226633","10.6945716","No",5
"M469760","10.69562","Yes",2
"Y98868","10.699","Yes",5
"S879827","10.69919","No",5
"P212521","10.69966","No",5
"Q65833","10.70006","No",2
"S919318","10.70325","No",4
"H74346","10.70363","No",3
"E827525","10.70375","Yes",3
"X701131","10.70391","No",3
"D175468","10.7048","Yes",3
"D89225","10.70500472","No",3
"B512858","10.70593","Yes",4
"D516454","10.70655","Yes",5
"N845461","10.70759","No",5
"E793744","10.70974","No",2
"Q739646","10.70987","No",4
"L916940","10.71119","No",5
"J598152","10.71125","No",4
"S34044","10.7128","No",2
"Q795879","10.71363","Yes",4
"F893663","10.71465","Yes",5
"K431455","10.71589","No",4
"P324088","10.71615894","No",5
"S796673","10.71649","No",4
"C764614","10.71778","No",4
"J225496","10.71884","No",4
"R49403","10.71946","No",4
"K846511","10.72004","No",3
"E262279","10.72033","No",5
"G238388","10.72061","No",4
"D760092","10.72236279","Yes",2
"L740934","10.72389","No",3
"N974061","10.72443","Yes",3
"K426407","10.72646","No",4
"P261491","10.72665","No",1
"D816425","10.72707391","Yes",4
"K853735","10.72776","No",5
"N709490","10.7285","No",2
"J765743","10.72873","No",3
"G885904","10.72904959","Yes",6
"A259316","10.72919005","No",3
"L40018","10.72976","No",5
"P857810","10.73059843","No",3
"U315086","10.73158","No",3
"V698076","10.73266","Yes",5
"V646556","10.7329","Yes",4
"C260448","10.7334","No",4
"E66600","10.73533","No",4
"O717824","10.73681","Yes",4
"K294952","10.73698075","No",4
"V334127","10.73749","No",4
"X633473","10.73901","No",5
"B428349","10.74203","No",3
"U300011","10.74227","No",4
"I510751","10.74356","Yes",4
"W304055","10.7445","No",4
"N263562","10.74516","Yes",2
"I87058","10.74527","No",3
"X645702","10.74539526","Yes",4
"H309760","10.74555","No",5
"O261091","10.7459413","No",4
"T628897","10.74617","Yes",3
"U817172","10.74621","No",3
"R163571","10.74677","Yes",2
"X262328","10.74715","Yes",2
"A367660","10.7472","No",4
"X715086","10.74788638","Yes",3
"L735152","10.7481104","Yes",3
"A128723","10.74957","No",3
"N253276","10.74978","Yes",1
"S596844","10.74985413","Yes",4
"X139917","10.75093","Yes",1
"L600852","10.7511092","Yes",4
"Y947832","10.75178","No",3
"K191035","10.75280028","Yes",4
"T359597","10.75310595","No",5
"I674556","10.75378608","Yes",3
"I765697","10.75517","No",5
"N660411","10.75619","Yes",2
"T948793","10.75625","Yes",3
"X359892","10.75626","Yes",4
"L953869","10.75643368","No",3
"V398404","10.75719664","No",3
"K700875","10.75837","No",2
"B754647","10.75966","Yes",4
"A289117","10.75982","No",4
"M235859","10.76023","Yes",3
"F780524","10.76049","No",3
"F697244","10.76051016","No",2
"N873894","10.76068","No",3
"A86912","10.76073","No",6
"Q18721","10.76147","No",4
"S301010","10.76198","No",4
"A254137","10.76239","No",3
"J567825","10.76274","Yes",3
"I907492","10.76461","Yes",3
"Y943121","10.76463","No",5
"R202583","10.76499","Yes",3
"Y364408","10.76501","No",3
"E553725","10.76672","No",4
"Z286932","10.77203","Yes",2
"C960158","10.77214","No",3
"F610309","10.77215","Yes",3
"D924816","10.77217","No",3
"T73830","10.7721728","Yes",2
"L306709","10.7725","No",4
"G444516","10.77254","No",5
"N516432","10.77302","No",4
"P49053","10.77322","No",4
"T334455","10.77527","Yes",5
"Z636097","10.77601","Yes",3
"B464898","10.77653","No",3
"C288668","10.77725","No",4
"E136683","10.77733","Yes",2
"B538877","10.77736","No",3
"L12753","10.77758","No",3
"B469043","10.77795","No",6
"C14997","10.77811","No",4
"X419185","10.77849","No",4
"A560329","10.77891","Yes",3
"O366561","10.77978","Yes",3
"T577346","10.7808","No",3
"F993064","10.7819","Yes",4
"Y304175","10.78213","No",3
"J37804","10.78273936","No",4
"H572927","10.78419","No",4
"U344720","10.7843","Yes",4
"S291778","10.78449","Yes",4
"H940380","10.78526","Yes",4
"U328101","10.7853","No",4
"V395482","10.78801","Yes",4
"J509388","10.7882","No",4
"P319624","10.78835","No",4
"J322079","10.78865","No",4
"I75439","10.78887","No",3
"P631143","10.78909418","Yes",4
"V915324","10.7891","Yes",3
"N305927","10.79056","No",4
"V840276","10.79191234","No",4
"C92877","10.79225","No",4
"I167253","10.79349982","No",3
"W399323","10.79373083","No",5
"Y832314","10.79407","No",4
"Z765151","10.79421","Yes",3
"K795552","10.79467","No",3
"C672333","10.79672","Yes",5
"K111418","10.79675","No",4
"H634047","10.79749","No",3
"Q419416","10.79807","No",4
"A403906","10.79846973","No",5
"P222390","10.79852","No",3
"V625144","10.79896","No",5
"O969694","10.79945853","No",4
"Q644143","10.79999","No",3
"V573037","10.80053","Yes",4
"E719559","10.80087066","No",3
"I503010","10.80098","Yes",4
"Z713535","10.80374","No",2
"N189653","10.80393657","No",2
"Y494489","10.80481174","No",5
"M441477","10.80515","No",1
"M928377","10.80585","No",6
"Y776438","10.80599","No",4
"K255983","10.80628","No",5
"N497781","10.80697","Yes",2
"B514157","10.80713","Yes",3
"E753173","10.81008","No",2
"D34981","10.81085","No",2
"N526606","10.8116","No",4
"X545968","10.81203","No",4
"A995509","10.81239","Yes",3
"Q482787","10.8124","Yes",3
"T732352","10.81384","No",4
"U308656","10.81443","No",3
"L275972","10.81518","No",3
"E404310","10.81583","No",3
"E479598","10.81617","Yes",3
"L554717","10.81641","Yes",3
"W712461","10.8180306","Yes",3
"I543072","10.81852","Yes",5
"J108460","10.82034","No",4
"A652420","10.82232","No",3
"G932953","10.82253","Yes",4
"X697479","10.82274","No",2
"Z842303","10.82285908","Yes",4
"G623098","10.8229","No",3
"C620479","10.82392","No",5
"R184517","10.82436","No",4
"P377664","10.82567","No",3
"D423729","10.82715","Yes",4
"N815042","10.82807","Yes",3
"E459915","10.82867","Yes",3
"S939395","10.83099","No",3
"M286359","10.83103688","Yes",4
"L125767","10.83111","Yes",4
"K970487","10.83154","No",4
"Q627124","10.83194","Yes",4
"D984586","10.83199","No",4
"A506823","10.83217","No",4
"C48049","10.83227898","No",4
"J792483","10.8327","No",4
"G605184","10.83271","Yes",4
"D504035","10.83305","No",4
"Z514880","10.83426","Yes",2
"T341088","10.83731","Yes",3
"Y373474","10.83815","No",4
"B921488","10.84095","No",5
"H756625","10.84123","Yes",4
"X280758","10.84131","No",5
"K363312","10.8419","Yes",4
"K159541","10.84353","No",3
"A32952","10.84358","No",4
"D391430","10.84392109","No",3
"M915462","10.84393","Yes",4
"I20636","10.84404672","Yes",2
"U931407","10.84469394","No",3
"R02060","10.84557","Yes",3
"C63133","10.84727","Yes",2
"P976608","10.84728","Yes",3
"O263182","10.84742","No",4
"W67300","10.84787976","No",4
"Q726606","10.85027","Yes",4
"U176935","10.85047","Yes",4
"B724894","10.85134","Yes",2
"M07714","10.85287","No",5
"T399816","10.85527","No",3
"D435398","10.85535","No",4
"J131977","10.8566","No",5
"B836957","10.85703","No",3
"D139779","10.85729","No",5
"Q216774","10.85783","Yes",3
"W390315","10.85798773","No",3
"Y283257","10.85863","No",5
"A712256","10.86134286","No",4
"P184338","10.86174","Yes",3
"V808659","10.86184","Yes",3
"U528986","10.8621377","No",2
"N975397","10.86219","Yes",3
"Z973803","10.86355397","No",4
"R935847","10.86371","Yes",5
"Z337719","10.86587","No",3
"W106729","10.86747966","No",5
"Q109692","10.8684","Yes",5
"K930656","10.87091","No",3
"R793629","10.8713","Yes",3
"P535033","10.87256","No",3
"U578094","10.87347","No",5
"A712898","10.87571686","Yes",4
"Y910041","10.87695","No",5
"A525629","10.87855","Yes",4
"Y703952","10.87864","No",3
"M830301","10.87926101","No",2
"U173150","10.87952","No",2
"Q921359","10.88036","No",2
"S136763","10.88047174","Yes",4
"Y425130","10.88222","No",2
"V650308","10.88233","No",3
"R194134","10.88242","No",4
"T299295","10.88292652","Yes",3
"E05259","10.88315","No",3
"Y680403","10.88425","No",5
"N532538","10.88481","Yes",4
"Y249104","10.88926","No",3
"S544900","10.88979","No",4
"Q139076","10.8901854","No",2
"S407948","10.89022868","No",2
"C86799","10.89199","No",4
"N49031","10.89250998","No",3
"Y61316","10.89278","No",3
"P391955","10.89454","No",4
"V297183","10.89462","No",4
"L994606","10.89639","Yes",2
"C501301","10.89684","No",3
"I961815","10.89715144","Yes",3
"E33639","10.8972","No",4
"U252601","10.89757","No",3
"Z138174","10.89868","No",4
"O974496","10.89877","No",2
"H103547","10.89909265","No",3
"U746589","10.89994219","Yes",3
"K405740","10.90014","No",2
"V645052","10.90297","No",6
"U774556","10.90438","No",6
"G862093","10.90456","No",5
"L686627","10.90517581","No",3
"I900518","10.9073","No",3
"E119109","10.9085806","No",5
"F38173","10.90873","No",3
"T65436","10.909","No",3
"Q439921","10.90971891","No",5
"G944076","10.91065","No",4
"H790658","10.91183","No",4
"N805051","10.91202","No",4
"J374258","10.91228","No",4
"X931864","10.91251295","Yes",4
"U729467","10.91458","No",3
"F522569","10.91594785","Yes",2
"I338069","10.91642397","No",3
"T843460","10.91857997","Yes",4
"S812669","10.91998","No",3
"T640348","10.92195","No",3
"B561228","10.92246098","No",3
"R709721","10.92276","No",3
"E919874","10.92368132","No",5
"W53761","10.92378","No",3
"G742125","10.92399","No",4
"Y690438","10.92542","Yes",3
"G538504","10.92606","No",4
"E460114","10.92665","Yes",3
"R101286","10.92713","No",5
"P899179","10.92729","No",3
"A527793","10.92788","Yes",2
"Y920568","10.9286","Yes",4
"V588439","10.92878","Yes",4
"Q937859","10.92999","Yes",3
"T03134","10.9305","No",1
"L690004","10.93051","Yes",2
"N472963","10.93098","Yes",5
"V13975","10.93132736","No",4
"J721949","10.93134","Yes",3
"V922935","10.93146","No",3
"X733399","10.93180592","No",4
"B866841","10.93225","Yes",3
"Y604028","10.93233","Yes",3
"N375820","10.93373","No",1
"K905632","10.93514898","Yes",2
"E941116","10.93632","No",4
"J448017","10.93666","No",6
"G367803","10.93778","Yes",2
"V745261","10.93898196","No",3
"E496789","10.93917","No",3
"V632030","10.93998","Yes",3
"N126788","10.94083","Yes",3
"Q994510","10.94084","No",2
"P426689","10.94208","No",4
"P342661","10.94239","No",3
"C627306","10.94259","Yes",4
"J775742","10.94456682","Yes",4
"D493302","10.94484319","Yes",2
"U357458","10.94525","No",3
"T691939","10.94527","No",4
"P147558","10.94596","No",3
"E874108","10.94626","No",4
"H927567","10.94680764","No",5
"A953728","10.94689","No",4
"J377593","10.94745","No",4
"L712758","10.94774","Yes",5
"N72593","10.94942","No",3
"D299357","10.95022","Yes",5
"R276130","10.95046","Yes",2
"G26954","10.95093","No",4
"F186086","10.95217","No",4
"I124986","10.95303334","No",4
"O82369","10.95510131","Yes",2
"B74964","10.95526","No",4
"V664719","10.95773","No",4
"G906721","10.95793","Yes",4
"D665731","10.96135","No",4
"E772877","10.96142","No",3
"V173338","10.96178","No",3
"I589605","10.96282","No",4
"M193491","10.96389","Yes",3
"W664734","10.96431","No",2
"Q676795","10.96448","No",4
"W895555","10.96531534","Yes",2
"N914081","10.96553586","No",3
"P288684","10.96556","Yes",3
"I442489","10.9674","Yes",4
"M219501","10.96828","No",5
"R789763","10.97136","Yes",4
"M552851","10.9725355","No",4
"Y554348","10.97274944","Yes",2
"A825502","10.97278","No",4
"O412588","10.9733","No",3
"A516439","10.97332","No",5
"A553226","10.97367","No",4
"L341859","10.97395","No",3
"J466874","10.97418","No",3
"Q724137","10.97487","No",5
"Y30837","10.97509","Yes",3
"E138231","10.97654","No",3
"E296579","10.97771","No",4
"G569192","10.97789","No",3
"P925816","10.97816","No",4
"N82795","10.9783735","No",3
"A97903","10.97923","No",3
"J671867","10.98243","No",5
"Z984566","10.9825","No",3
"T749460","10.98304","Yes",5
"A626819","10.98310848","No",2
"M649398","10.98554","No",5
"L285457","10.98685","No",5
"K999820","10.98742","No",2
"N646505","10.98759","No",3
"E555705","10.98788501","No",3
"V155685","10.98887","Yes",4
"X100642","10.98961","No",4
"C444218","10.98971","Yes",2
"X987521","10.98987178","Yes",4
"Y957257","10.99018","No",2
"T834491","10.99110627","No",2
"J797305","10.99234942","No",5
"J150941","10.99266","Yes",4
"G676884","10.99334684","Yes",3
"Z116711","10.99491","Yes",2
"Y789151","10.99604139","Yes",3
"G404485","10.997","Yes",2
"H478829","10.9973","No",4
"M518074","10.99838","Yes",2
"A406844","10.99852","No",4
"S683859","10.99981","No",3
"H63833","10.99992","No",4
"M447069","11.00147","No",3
"E869766","11.00273","No",2
"N870975","11.00436","No",3
"Y33925","11.00437","Yes",3
"T895288","11.00449","No",3
"U994685","11.00542","No",4
"Q715652","11.00613","No",1
"N275888","11.00657","No",3
"H455492","11.00710107","No",3
"P591493","11.00921312","No",3
"J304631","11.00923","No",4
"U973354","11.00941","No",3
"N580342","11.01308","No",4
"O08300","11.01403","No",2
"G350853","11.01585","Yes",5
"I980987","11.01588","Yes",3
"A857076","11.01629","Yes",2
"E231042","11.01658","No",5
"E380602","11.01719","Yes",2
"L79617","11.01748","No",3
"B738725","11.0176","No",2
"B680094","11.01782","No",3
"W452692","11.01996949","Yes",2
"L184027","11.02008","Yes",4
"F594045","11.0201","No",4
"R633194","11.02021","No",4
"M255491","11.02093","No",5
"N296260","11.02103","No",2
"A235822","11.02239","No",4
"Z606822","11.02262","No",4
"T107748","11.02277295","No",5
"L110083","11.02320782","No",3
"J364503","11.02362934","No",3
"T06917","11.02404","No",5
"F937423","11.02448303","No",5
"Z974546","11.02449","Yes",3
"O886488","11.02449018","Yes",3
"L930681","11.02579","No",4
"O86137","11.02812","Yes",4
"Z648344","11.03032","No",4
"K886740","11.03086435","No",3
"O299863","11.0309","No",5
"W666781","11.03118","No",3
"F866945","11.03469","No",3
"T557583","11.03563","Yes",5
"A51913","11.03563726","No",4
"H962925","11.03721","No",4
"Q546354","11.03858","Yes",4
"K487772","11.03899","No",3
"A672620","11.03946","Yes",4
"W810884","11.04209","Yes",5
"Z131585","11.04239","No",2
"C829612","11.04409","Yes",4
"O91882","11.04506","Yes",6
"R612188","11.04764","Yes",4
"M382374","11.0488","No",5
"F260206","11.04908","No",4
"G223009","11.04991","Yes",4
"G73603","11.05068","No",5
"O464940","11.05079611","Yes",3
"R820189","11.05132","Yes",5
"Q932518","11.05354","No",6
"O06174","11.05412","Yes",3
"F501848","11.05420024","No",3
"S373191","11.05431","Yes",5
"N784268","11.05441","No",5
"C405760","11.05579","No",5
"K411031","11.05648","Yes",4
"E527910","11.05688","No",4
"V971650","11.05733159","No",2
"F283929","11.05776","Yes",3
"T800245","11.05788928","Yes",4
"G178589","11.0579","Yes",3
"U736444","11.05814","No",4
"W877056","11.0596826","No",4
"D346820","11.06173556","Yes",3
"C357653","11.06209104","No",3
"V204250","11.06216","Yes",4
"J857569","11.06218","No",4
"K45184","11.06254","No",3
"G629174","11.06332","No",4
"M353309","11.06361355","No",3
"W838935","11.06419","Yes",3
"K562152","11.06462","No",3
"G280276","11.06487","No",4
"C18933","11.06501","No",4
"F28689","11.06695","No",4
"T148295","11.06748","No",4
"P733036","11.06785","No",3
"G837666","11.06803","No",4
"D904626","11.06857815","No",3
"Z433309","11.06909","Yes",3
"S473175","11.06959212","No",4
"T137451","11.0701","Yes",4
"Z821315","11.07048","No",5
"X656608","11.07053","No",5
"W309763","11.07079287","No",4
"I488314","11.07111","Yes",4
"S959998","11.07131","Yes",2
"Q883651","11.07187","Yes",3
"K794401","11.07379392","No",3
"T306269","11.07391","Yes",5
"C341505","11.07398","No",4
"M482641","11.07446","No",2
"D384724","11.07482","Yes",4
"F486144","11.07583","Yes",4
"Q127985","11.07606","No",3
"V940936","11.07762","Yes",3
"X688103","11.0781516","No",3
"C451458","11.07912","No",4
"L421212","11.07961","No",4
"A627705","11.07967","No",5
"Y180853","11.08114","Yes",4
"M919758","11.0827","No",5
"S472625","11.08317","Yes",2
"I826074","11.08379","No",2
"X389713","11.08409914","Yes",2
"J666903","11.08445","No",5
"F443092","11.08536","No",5
"N843105","11.08657399","Yes",4
"D953330","11.08684","No",4
"H557601","11.08855","Yes",3
"O230131","11.08932","No",3
"T495078","11.08933","No",3
"C983145","11.09005","No",3
"S611900","11.09081","No",4
"Z767061","11.09531","No",4
"O140921","11.09561","No",4
"U978149","11.09633","No",4
"H645568","11.09637","No",6
"H942511","11.0988","No",2
"M276933","11.09958","Yes",5
"M127329","11.09976","Yes",4
"P46765","11.09997","Yes",5
"A143104","11.10048066","No",5
"F583877","11.10109124","No",4
"B490537","11.10202866","No",4
"Q523567","11.10249","No",3
"Z311558","11.10415","No",3
"A225434","11.10415291","No",4
"Z972499","11.10459","Yes",4
"L223677","11.10537","No",5
"F630480","11.10706","No",4
"L576279","11.10738","No",3
"R548809","11.10996233","Yes",5
"Y814048","11.11012751","Yes",5
"Z409213","11.11017","Yes",4
"G700859","11.11128","No",4
"Z392922","11.1117","Yes",4
"Z462594","11.11393","No",4
"G97647","11.11418795","No",4
"T592373","11.11437","No",2
"C618476","11.1147","No",3
"R255244","11.11635259","No",4
"T638377","11.11756812","No",4
"M674905","11.11772","No",4
"V655125","11.11805","Yes",4
"A695130","11.11844","No",2
"D347239","11.11976","Yes",3
"D01059","11.11995","No",3
"I983678","11.11999","No",3
"V315176","11.12098","Yes",4
"N969918","11.12162","No",4
"N161747","11.1218","No",1
"V739796","11.12242","No",3
"D455065","11.12424","Yes",5
"T111377","11.12455","Yes",5
"O881990","11.12514","No",3
"X605976","11.12678","Yes",4
"L272704","11.12796555","No",5
"P387565","11.13076","No",4
"S381541","11.13156721","Yes",3
"Z398373","11.13231","No",4
"M188312","11.13286","Yes",4
"D960842","11.13291822","Yes",5
"V867114","11.13317","Yes",3
"U954852","11.13448","No",3
"L603563","11.13463155","No",4
"I440855","11.13577596","No",3
"O464915","11.13605","Yes",3
"M661436","11.13605","No",3
"R855127","11.13755","No",4
"I590530","11.13796","Yes",6
"R189303","11.13960534","No",3
"S201981","11.14084","Yes",4
"V527256","11.14088","Yes",3
"J927885","11.14118","No",3
"B687215","11.14141","Yes",3
"E631245","11.14208","No",3
"B591314","11.14249","No",3
"M208967","11.14280011","No",4
"S905465","11.14381","Yes",5
"N192563","11.14597","No",4
"N39235","11.14727","Yes",5
"Y271616","11.14827","No",5
"J995473","11.14911","No",3
"W531294","11.14927","Yes",3
"S54109","11.15044","Yes",2
"V441781","11.15167976","No",3
"K677097","11.15366","No",6
"V875157","11.15453","No",4
"T638317","11.15522","No",2
"W951099","11.15522","No",2
"E884497","11.15686","No",3
"C360329","11.15744","Yes",3
"D838879","11.15775194","Yes",2
"X603267","11.16039","No",4
"Z89704","11.16153","Yes",3
"E82552","11.16205","No",4
"U113610","11.16404955","Yes",2
"B29049","11.16447","No",5
"S424236","11.16452","Yes",2
"O839517","11.16575","No",3
"S987291","11.16606","No",4
"L855218","11.16634","No",5
"L98884","11.16639","Yes",4
"A661362","11.16641","No",3
"D598201","11.16644","Yes",3
"K957862","11.16648","No",4
"P341958","11.16856","No",5
"I250725","11.16863","No",3
"C696811","11.16875063","No",4
"C494352","11.17062","Yes",4
"A25662","11.17089","No",5
"L458235","11.17093","Yes",3
"U576649","11.17271","No",3
"J33472","11.17449","Yes",3
"Z210418","11.17461","Yes",4
"Q154739","11.17549194","No",5
"M601856","11.1762","Yes",4
"Z624049","11.17666","No",3
"X763934","11.17686","No",3
"E475593","11.17709222","Yes",3
"W143356","11.17837","No",3
"H294328","11.17906","No",4
"D303600","11.17925847","Yes",5
"A81135","11.17949466","Yes",4
"C102532","11.17967","No",5
"L944489","11.17971961","No",2
"Y773120","11.1808","No",3
"L257206","11.18246","No",3
"O269834","11.18263","No",4
"U335188","11.18272453","Yes",3
"C78791","11.18538","Yes",6
"E587927","11.18568","Yes",2
"C757251","11.18575","No",5
"S639183","11.18582","No",5
"R912808","11.18732698","No",3
"B209742","11.18777585","Yes",5
"O554282","11.18965","Yes",5
"M834837","11.19035","Yes",3
"K234062","11.19186","Yes",4
"M890549","11.19187","No",2
"E765230","11.19239","No",2
"D651499","11.19336","No",4
"M233671","11.19425","No",4
"U606571","11.1957","Yes",4
"X801505","11.19586","Yes",5
"A45605","11.19592754","No",3
"Y248408","11.19605","No",3
"S317408","11.19861363","No",4
"L659263","11.20001","No",5
"O347208","11.20146","No",4
"J330266","11.20259","No",3
"T355395","11.20268","Yes",3
"T885233","11.20322","No",4
"R922241","11.20346894","No",3
"Z702346","11.20429","Yes",5
"O569612","11.20443812","No",2
"X688456","11.20520071","No",4
"B724639","11.2053","No",3
"D47677","11.20557","No",4
"M154436","11.2072","No",3
"U219951","11.20722","No",4
"Q136086","11.20745718","Yes",4
"X329606","11.20969","No",2
"L681773","11.21058","No",3
"U76650","11.2113","Yes",3
"J246457","11.21132","No",3
"H588870","11.21140731","Yes",7
"V529956","11.21142669","No",2
"Y163128","11.21221327","No",3
"A511604","11.2124","No",4
"T977331","11.21454","No",3
"S814360","11.21614","No",3
"W845098","11.21693","Yes",3
"F596295","11.21706","No",4
"L780882","11.21728","No",5
"K112352","11.22071","Yes",3
"Y714473","11.22141288","Yes",4
"R568011","11.22367","No",3
"L522392","11.2239","No",2
"B908324","11.22426","No",4
"Y295415","11.22578","No",5
"D405206","11.22579","No",4
"M921632","11.2259","Yes",4
"Q528302","11.22615","No",5
"O929944","11.22655","Yes",3
"O347979","11.22831","No",3
"X646636","11.22864","No",3
"Q542788","11.22957","No",2
"Z900744","11.2307","Yes",3
"A230205","11.23137848","No",4
"D404489","11.23249","Yes",3
"E198606","11.23258518","Yes",4
"R186116","11.23289","No",3
"Z342798","11.23294","Yes",3
"V118979","11.23355","No",2
"K927289","11.23380581","No",5
"X780945","11.2369761","Yes",2
"W837004","11.24098","No",4
"B174619","11.24126","Yes",4
"U208456","11.24169","No",4
"P239147","11.24384","No",5
"D366434","11.24506","No",5
"I369913","11.24519","Yes",2
"M366659","11.24652","No",3
"T783228","11.24743","No",4
"U912904","11.24744549","No",4
"W846119","11.24745547","No",4
"K842241","11.24765","No",5
"V320235","11.24791","Yes",3
"Q163995","11.24818","Yes",4
"B692438","11.24862413","No",3
"N28335","11.24877","No",2
"J480465","11.24961","No",4
"V448804","11.24987","No",2
"B541454","11.25072","No",2
"L89789","11.25133","Yes",4
"O298138","11.25272","No",3
"P362867","11.25394","No",4
"Q825819","11.25449","Yes",4
"Y842024","11.25462","No",3
"Y480836","11.25565","No",2
"C305571","11.25577","No",3
"N326868","11.25811","Yes",2
"K787280","11.25886","No",2
"V612897","11.26004","Yes",2
"I475020","11.26079","No",3
"D285590","11.26128","No",5
"G419144","11.26135","No",2
"V942742","11.26154","No",3
"Z745059","11.26231","Yes",3
"F378234","11.26271","No",1
"D698621","11.26295","Yes",5
"N884662","11.26354","No",2
"T801799","11.26407","No",3
"L779304","11.26452","No",3
"H802073","11.26526","Yes",3
"S676815","11.26531","No",5
"K796504","11.26553266","Yes",4
"U25555","11.26555","No",4
"Z296111","11.26656","No",3
"K551039","11.27068","Yes",4
"L189856","11.2714618","No",2
"T11756","11.27164","Yes",3
"J266332","11.27381764","No",4
"V306665","11.27386","No",4
"X67911","11.27443693","Yes",3
"M295603","11.27511","No",3
"Q570234","11.27574","Yes",2
"X997255","11.27661","No",3
"G364202","11.27782","No",4
"P331793","11.27833464","No",2
"F925724","11.27862","No",2
"M33995","11.28003","No",3
"E559589","11.28043","No",2
"Q579568","11.28086","No",2
"E448287","11.28199","No",5
"E208605","11.28383","Yes",3
"J801308","11.28384","No",5
"Q605434","11.28389","Yes",4
"U964784","11.28401","No",3
"Z812779","11.2842","No",3
"E930365","11.284594","No",4
"Q531386","11.28505526","No",5
"A501629","11.28659","No",3
"M45175","11.28908676","Yes",2
"E328814","11.28911933","No",4
"F800672","11.29008","No",6
"U879145","11.29101","No",2
"V417569","11.29179","No",3
"T591964","11.29188","No",4
"V966228","11.29289964","No",3
"H508349","11.29355","Yes",3
"P855307","11.2971","Yes",3
"T30358","11.29945603","No",4
"P323694","11.29955","No",5
"H97664","11.29978","Yes",5
"C917569","11.30031859","No",4
"L177821","11.30041277","No",5
"H375394","11.30121","No",5
"I257803","11.30136","No",4
"R463442","11.30215199","Yes",4
"L659694","11.303","Yes",4
"E722502","11.30421466","Yes",3
"E37647","11.3049","Yes",1
"H42526","11.30515","No",3
"T689270","11.3061","No",4
"K974027","11.30748265","Yes",4
"A357886","11.30766093","No",5
"I757738","11.30937212","No",4
"S482320","11.30992672","Yes",5
"P299531","11.30999","No",3
"C875992","11.31172944","Yes",4
"E798904","11.31332","Yes",3
"X660649","11.3134","No",3
"J908601","11.31448","No",3
"W995393","11.31459","No",5
"J871670","11.31545","No",3
"A538839","11.31573","No",2
"Z975588","11.31582","Yes",3
"F413995","11.31643","No",2
"T778104","11.31655","Yes",2
"Z399760","11.31675","Yes",2
"L842491","11.31682","No",3
"O791833","11.31727","Yes",2
"U00174","11.31745","Yes",3
"H875358","11.31757","No",4
"T90050","11.31758","Yes",3
"G939272","11.31808678","No",5
"E125308","11.31837362","Yes",3
"U460373","11.31872","Yes",3
"G332624","11.32031","Yes",2
"G692468","11.32174569","Yes",3
"D741050","11.32238","No",3
"S510047","11.32266","No",4
"F515768","11.32274","No",4
"O70821","11.32285","Yes",2
"J413125","11.32314","No",4
"G89397","11.32477","No",3
"H621471","11.3254","No",4
"I542093","11.32677","No",4
"J483362","11.32763","Yes",2
"C742414","11.32768159","Yes",4
"E125562","11.32791","No",4
"O952757","11.32795","No",3
"H659207","11.33011","No",6
"I953052","11.33201","Yes",4
"P401883","11.3321","No",3
"U739645","11.33498823","Yes",3
"H840567","11.33568","Yes",4
"J22125","11.33648","No",5
"W896687","11.33707","No",2
"K619026","11.33748","No",3
"Q727920","11.34087","No",4
"Z836778","11.341","No",2
"P288650","11.34172","Yes",2
"R896555","11.34192","Yes",2
"P978672","11.34236064","No",4
"J572963","11.34243","Yes",3
"D770694","11.34316","No",4
"H664759","11.34392","No",3
"T273384","11.34395","No",5
"A901418","11.34414273","Yes",3
"C294086","11.34425","No",3
"Q111213","11.34582","No",3
"J205465","11.34598","No",3
"K340946","11.34653","Yes",2
"V837342","11.34692","No",2
"T125324","11.34716","No",5
"B800553","11.34717","No",4
"K296336","11.34885042","No",4
"O860612","11.35043","No",6
"Y401519","11.35147","No",5
"M212948","11.35226","No",2
"V898426","11.35287","Yes",3
"B199888","11.35369","No",3
"J752461","11.35495","Yes",4
"G696221","11.35513416","Yes",2
"Z714835","11.35664","No",4
"E135599","11.35680475","No",2
"C739541","11.35748","No",2
"Z469953","11.35857","No",3
"W100046","11.35962","Yes",4
"M286443","11.36004","No",5
"Y514231","11.36204","Yes",5
"Q848470","11.36276","No",5
"I703479","11.36323648","Yes",1
"N522883","11.36428","Yes",3
"C542651","11.36485","No",2
"X908828","11.36499","No",4
"A156174","11.36512","No",4
"H113197","11.36647","Yes",4
"E85379","11.36648","No",3
"V210365","11.36686","No",2
"T289666","11.36718","Yes",2
"C30714","11.36728","No",4
"R495303","11.36732","No",4
"T289355","11.36776","No",4
"I86158","11.36826","No",3
"Z708637","11.36888104","Yes",4
"P36699","11.37166","No",3
"B346362","11.37672","No",6
